track,artist,album,times_played
Little Wing,Jimi Hendrix,Voodoo Child: The Jimi Hendrix Collection,67
"Little Wing (Olympic Studios, London, UK, October 25, 1967)",Jimi Hendrix,The Jimi Hendrix Experience (Box Set),3
Little Wonders,Rob Thomas,Little Wonders,1
Live and Let Die,Wings,American Hustle (Original Motion Picture Soundtrack),35
Live In Living Color,Aaron Tveit,Catch Me If You Can,1
Live to Live,Chris Stills,American Hustle (Original Motion Picture Soundtrack),1
"Live With Me - Live At The Beacon Theatre, New York / 2006",The Rolling Stones,Shine A Light,1
Living In America,DoM,Sun Bronzed Greek Gods,1
Living Loving Maid (She's Just a Woman) - 1993 Remaster,Led Zeppelin,Led Zeppelin II,2
Living On My Own,Freddie Mercury,"The Very Best of Freddie Mercury Solo: Lover Of Life, Singer Of Songs",1
Logical Song,Supertramp,Magnolia (Music from the Motion Picture),17
Logos,Rodrigo y Gabriela,Area 52,1
London Beckoned Songs About Money Written by Machines,Panic! At The Disco,A Fever You Can't Sweat Out,5
London Bridge,Ed Sheeran,The Slumdon Bridge,7
Lonely Boy,The Black Keys,Lonely Boy,17
Lonely Press Play,Damon Albarn,Lonely Press Play,3
Long and Wasted Years,Bob Dylan,Tempest,2
Long Away - Remastered 2011,Queen,Forever,1
Long Black Road,Electric Light Orchestra,American Hustle (Original Motion Picture Soundtrack),18
Long Flight - Undressed version,Future Islands,Undressed,15
Long Gone and Moved On,The Script,Science & Faith,1
Long Hot Summer Night,Jimi Hendrix,Electric Ladyland,2
Longview,Green Day,Dookie,4
"Look Alive, Sunshine",My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,7
Loot My Body,Man Man,On Oni Pond,1
Los placeres efímeros,Dorian,La velocidad del vacío,1
Lost In My Bedroom,Sky Ferreira,Ghost,1
Lost It To Trying,Son Lux,Lanterns,1
Lotus,Cage The Elephant,Cage The Elephant,6
Love - Bonus Track,Osymyso,Scott Pilgrim Vs. The World,1
Love and Marriage,Frank Sinatra,Sinatra: Best Of The Best,1
Love Buzz - Remastered,Nirvana,Bleach: Deluxe Edition,1
Love Illumination,Franz Ferdinand,"Right Thoughts, Right Words, Right Action (Deluxe Edition)",5
Love Illumination - Live,Franz Ferdinand,Live 2014 at the London Roundhouse,1
Love In Stereo,Sky Ferreira,"Night Time, My Time",2
Love Interruption,Jack White,Blunderbuss,4
Love Is a Camera,Sophie Ellis-Bextor,Wanderlust,1
Love is a Laserquest,Arctic Monkeys,Suck It and See,32
Love Is Blindness,Jack White,Sixteen Saltines,5
Love Is Here To Stay - 2009 Remastered,Frank Sinatra,"Sinatra, With Love",2
Love Is Lost,David Bowie,The Next Day Extra,5
Love Is Lost,David Bowie,The Next Day,5
Love Is Lost - Hello Steve Reich Mix by James Murphy for the DFA,David Bowie,The Next Day Extra,2
Love Is Lost - Hello Steve Reich Mix by James Murphy for the DFA,David Bowie,Love Is Lost,2
Love Love Love,Of Monsters and Men,My Head Is An Animal,1
Love Me Some Walking,Nigel Godrich,Scott Pilgrim Vs. The World,1
Love Of My Life - Live In Argentina / June 1979,Queen,A Night At The Opera,1
Love Or Confusion,Jimi Hendrix,Are You Experienced,1
Love Or Confusion - Anthology Version,Jimi Hendrix,West Coast Seattle Boy: The Jimi Hendrix Anthology,1
Love Someone,Jason Mraz,Love Someone,1
Love to Get Used,Matt Pond PA,The Lives Inside The Lines In Your Hand,1
Love Today,MIKA,Life in Cartoon Motion,1
Love Will Tear Us Apart,Fall Out Boy,My Heart Will Always Be the B-Side to My Tongue,3
"Love, Sex, Death",Fall Out Boy,PAX AM Days,3
Lovely Cup,GROUPLOVE,Never Trust a Happy Song,1
Lovely Head,Goldfrapp,My Summer of Love,1
"Lover Man - Live 10/10/68 Winterland, San Francisco, CA",Jimi Hendrix,Winterland,2
Lover To Lover,Florence + The Machine,Ceremonials,1
Lover's Spit,Broken Social Scene,You Forgot it in People,1
lovers’ carvings,Bibio,Ambivalence Avenue,2
Lovesick,Peace,In Love (US),1
"Loving Cup - Live At The Beacon Theatre, New York / 2006",The Rolling Stones,Shine A Light,1
Low,Cracker,Get On With It: The Best Of,1
Lucifer,JAY-Z,The Black Album,1
Luck Be A Lady - 2008 Remastered,Frank Sinatra,Nothing But The Best,2
Lullaby,OneRepublic,Waking Up,1
Luna,Bombay Bicycle Club,"So Long, See You Tomorrow",3
Lusaka by Night,John Wizards,Lusaka by Night,1
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,A Fever You Can't Sweat Out,3
"Lyrical Poem in D-Flat Major, Op. 12",Moscow RTV Symphony Orchestra,"Glazunov: Lyrical Poem in D-Flat Major, Op. 12 (Digitally Remastered)",1
M1 A1,Gorillaz,Gorillaz,4
M79,Vampire Weekend,Vampire Weekend,8
"Machine Gun - Live At Filmore East, New York/1970/1997 Digital Remaster",Jimi Hendrix,Band Of Gypsys,6
Machine Gun - Live at the Isle of Wight,Jimi Hendrix,Blue Wild Angel: Jimi Hendrix At The Isle Of Wight,4
Machu Picchu,The Strokes,Angles,7
Mad About You,Hooverphonic,The Magnificent Tree,1
Mad Sounds,Arctic Monkeys,AM,34
Mad World,Stereo Avenue,X Music from Mystery Movies,1
Made For You,OneRepublic,Waking Up,1
Made In Heaven - 2011 Remaster,Queen,Made in Heaven,1
Magic,Coldplay,Magic,1
Maiden - Live From Spotify Stockholm,MØ,Spotify Sessions,1
"Main Title - From ""Aliens""",James Horner,Aliens: The Deluxe Edition,1
Make A Plan To Love Me,Bright Eyes,Cassadaga,16
Make Some Noise,Beastie Boys,Hot Sauce Committee,4
Make You Better,The Decemberists,Make You Better,1
Makeout Party,Green Day,¡DOS!,1
Mako,Ramin Djawadi,Pacific Rim Soundtrack from Warner Bros. Pictures and Legendary Pictures,1
Mama,My Chemical Romance,The Black Parade,68
Mama - Live in Mexico City,My Chemical Romance,The Black Parade Is Dead!,1
Man I Need,Jagwar Ma,Howlin,1
Maneater,Nelly Furtado,The Best of Nelly Furtado,1
Manic Depression,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,15
Mannish Boy,Jimi Hendrix,Blues,4
Mansard Roof,Vampire Weekend,Vampire Weekend,10
Maps,Yeah Yeah Yeahs,Fever To Tell,1
March Of The Siamese Children,Richard Rodgers,The King and I (Original Broadway Cast),1
"March Of The Witch Hunters - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,Wicked,3
Marchin On,OneRepublic,Waking Up,1
Mardy Bum,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",71
Marilyn Monroe,Pharrell Williams,G I R L,1
Markheim (Robert Louis Stevenson),Nelson Olmsted,Classic Horror Stories,1
Mary Brings Meatballs,John Powell,Hancock,1
Master of the House,Les Misérables: International Cast,Les Misérables: The Complete Symphonic Recording,1
Masters of War,Ed Sheeran,"ONE Presents agit8, Vol. 2",3
Matchstick,American Royalty,Matchstick,1
Matilda,alt-J,An Awesome Wave,14
Matty,POLIÇA,Shulamith,1
May This Be Love,Jimi Hendrix,Are You Experienced,1
"Mazurka No. 47 in A Minor, Op. 68, No. 2",Frédéric Chopin,Horizons - A Musical Journey,1
Me and Bobby McGee,Janis Joplin,Music From The Motion Picture Watchmen,14
Me and My Baby,Gwen Verdon,Chicago: A Musical Vaudeville (Original Broadway Cast Recording),14
Me And The Devil,Gil Scott-Heron,I’m New Here,1
Me And You,Jake Bugg,Shangri La,1
Meet Me Halfway,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),5
Meet Me Halfway,Black Eyed Peas,The Beginning & The Best Of The E.N.D.,5
Meet Me in the Bathroom,The Strokes,Room On Fire,1
Meet Me In the City,The Black Keys,Chulahoma,1
Mein Herr,London Theatre Orchestra & Cast,Cabaret,21
Mein Herr,Natasha Richardson,Cabaret (New Broadway Cast Recording),21
Mein Herr,The New Musical Cast,Cabaret - The Musical,21
Mein Herr,Liza Minnelli,Liza's Back,21
"Mein Herr (From ""Cabaret"")",Broadway Cast,The Best of Broadway Musicals Vol. 1,1
Mellon Collie And The Infinite Sadness - Remastered 2012,The Smashing Pumpkins,Mellon Collie And The Infinite Sadness,1
Memories,Panic! At The Disco,Vices & Virtues,1
Metamorphosis: One,Philip Glass,Philip Glass: Solo Piano,1
Mind Over Matter,Young the Giant,Mind Over Matter,1
Minor Cause,Emancipator,Dusk to Dawn,3
Minority,Green Day,Warning,1
Mirror Monster,Deerhoof,La Isla Bonita,1
Mirror Of Death,Boris Karloff,Tales Of The Frightened - Complete (1963),1
Mirror of the Heart,Lyle Mays,Lyle Mays,1
Miserable At Best,Mayday Parade,A Lesson In Romantics,1
Misery,The Maine,Pioneer,1
Misery Business,Paramore,Riot!,1
Miss Jackson (feat. LOLO),Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",1
Miss Missing You,Fall Out Boy,Save Rock And Roll,4
Miss You,Foster The People,Torches,1
Missing You,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),1
Mister Cellophane,John C. Reilly,Chicago - Music From The Miramax Motion Picture,1
Mistletoe And Holly - Remastered 1999,Frank Sinatra,A Jolly Christmas From Frank Sinatra,1
Misty - Remastered Album Version,Frank Sinatra,"Sinatra, With Love",1
Misty Mountain Hop - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,4
Misty Mountain Hop - Remaster,Led Zeppelin,Led Zeppelin IV,3
Mo Money Mo Problems (feat. Mase & Puff Daddy),Biggy,The Studio Album Collection,1
Mobius Trip,H.P. Lovecraft,H. P. Lovecraft II,1
Moby Dick,Led Zeppelin,Led Zeppelin II,4
Modern Love - 1999 Remaster,David Bowie,Let's Dance,11
Modern Love - 2002 Remaster,David Bowie,Platinum Collection,1
Modern Times,The Black Keys,Magic Potion,2
Mojo Man,Jimi Hendrix,"People, Hell & Angels",11
Mona & Jag,Nutid,Cityflowers,1
Money Don't Matter 2 Night,Prince,The Very Best of Prince,1
Money On My Mind,Sam Smith,Nirvana,2
Monkey Gone to Heaven,Pixies,Wave Of Mutilation: Best Of Pixies,1
Monkey Mutts,James Newton Howard,The Hunger Games: Catching Fire,1
Montreal -40c,Malajube,Trompe-L'Oeil,28
Monuments,The Smashing Pumpkins,Monuments to an Elegy,3
Moon Runes - Extended Version,Howard Shore,The Hobbit: An Unexpected Journey (Original Motion Picture Soundtrack) [Special Edition],1
"Moon, Turn the Tides...Gently Gently Away",Jimi Hendrix,Electric Ladyland,3
Moonage Daydream - 2012 Remastered Version,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars,8
Moonage Daydream - New Mix; 2002 Remastered Version,David Bowie,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars [30th Anniversary Edition],1
Moonlight Becomes You,Frank Sinatra,"Sinatra, With Love",1
Moonshiner - Studio Outtake - 1963,Bob Dylan,The Bootleg Series Volumes 1-3 (Rare And Unreleased) 1961-1991,1
Most of the Time,Bob Dylan,Oh Mercy,1
Mother Love - 2011 Remaster,Queen,Made in Heaven,1
Mother Mother,Tracy Bonham,90's Rock Number 1's,1
Mountain Sound,Of Monsters and Men,My Head Is An Animal,1
Move Toward The Darkness,Company,The Addams Family,1
Movin' on Up,Primal Scream,Screamadelica,1
"Mozart: Horn Concerto No. 4 in E-Flat Major, K. 495: III. Rondo. Allegro vivace",Wolfgang Amadeus Mozart,50 Best Classics,1
Mr Humphreys and His Inheritance - Part Two,Bart Wolffe,More Ghost Stories by M. R. James,1
Mr. Bad Luck,Jimi Hendrix,Valleys Of Neptune,2
Mr. Bad Luck - Anthology Version,Jimi Hendrix,West Coast Seattle Boy: The Jimi Hendrix Anthology,1
Mr. Brightside,The Killers,Hot Fuss,2
Mr. Cellophane,Barney Martin,Chicago: A Musical Vaudeville (Original Broadway Cast Recording),1
Mr. Gaunt PT 1000,Soap&Skin,Lovetune For Vacuum,1
Mr. Pitiful,Matt Costa,Unfamiliar Faces,1
Mr. Tambourine Man,Bob Dylan,Bringing It All Back Home,6
Mrs. Robinson - Single Mix,Simon & Garfunkel,Greatest Hits,49
Mrs. Taylor's Lullaby,Trent Armand Kendall,Bat Boy: The Musical (Original Off-Broadway Cast Recording),1
Mustapha - Remastered 2011,Queen,Queen 40 Limited Edition Collector's Box Set Vol. 2,1
My Brain is Hanging Upside Down,Ramones,CBGB Forever,2
My Dear Frodo,Howard Shore,The Hobbit: An Unexpected Journey (Original Motion Picture Soundtrack) [Special Edition],1
My Doorbell,The White Stripes,Get Behind Me Satan,6
My Fair Lady: Wouldn't It Be Loverly,Frederick Loewe,My Fair Lady (Original London Cast Recording),1
My Fantasy,Miles Kane,Colour Of The Trap,2
My Favorite Things,Julie Andrews,The Sound of Music - Original Soundtrack Recording,1
My Friend,Jimi Hendrix,First Rays Of The New Rising Sun,5
My Friends,Len Cariou,Sweeney Todd: The Demon Barber of Fleet Street (Original Broadway Cast Recording),19
My Friends,Johnny Depp,"Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack",19
My Funny Valentine,Frank Sinatra,Sinatra: Best Of The Best,41
My God Is the Sun,Queens of the Stone Age,My God Is the Sun,21
My Heart Is the Worst Kind of Weapon,Fall Out Boy,My Heart Will Always Be the B-Side to My Tongue,3
My Heroine,The Maine,Pioneer,1
My Little Town,Simon & Garfunkel,The Essential Simon & Garfunkel,1
My Love,Route 94,My Love,1
My Love Took Me Down To The River To Silence Me,Little Green Cars,Absolute Zero,1
My Number,Foals,Holy Fire,12
My Own Best Friend,Chita Rivera,Chicago: A Musical Vaudeville (Original Broadway Cast Recording),19
My Own Worst Enemy,Lit,A Place In The Sun,1
My Propeller,Arctic Monkeys,Humbug,83
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,13
My Songs Know What You Did In The Dark (Light Em Up) - 2 Chainz Remix,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2
My Style,Black Eyed Peas,Monkey Business,1
My Type,Saint Motel,My Type,1
My Way,Frank Sinatra,Highlights From Duets,8
My Way,Frank Sinatra,Sinatra: Best Of The Best,8
My Way Home Is Through You,My Chemical Romance,The Black Parade: The B-Sides,1
My Zero,Ezra Furman,Day Of The Dog,1
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,8
Na Na Na (Na Na Na Na Na Na Na Na Na) - Single Version,My Chemical Romance,Na Na Na (Na Na Na Na Na Na Na Na Na),26
Nabintou Diakite - Live,Malian Musicians,Mali Music,1
Nachtmusik,Seams,Tourist/Sleeper,1
"Nails for Breakfast, Tacks for Snacks",Panic! At The Disco,A Fever You Can't Sweat Out,3
Naive,The Kooks,Naïve,1
Napalm love,Air,Pocket Symphony,3
National Anthem,Lana Del Rey,Born To Die - The Paradise Edition,9
Naughty,Matilda the Musical Original Cast,Matilda the Musical (Original London Cast Recording),1
Needle and a Knife,Tennis,Ritual in Repeat,1
Negative Thinking,The Death Set,Worldwide,43
Neighborhood #1 (Tunnels),Arcade Fire,Funeral,1
Nettles,Arctic Monkeys,Teddy Picker,31
Never Far Away,Jack White,Cold Mountain (Music From the Miramax Motion Picture),1
Never Going Home,Phantogram,Voices,4
Never Gonna Change,BROODS,Broods,1
Never Gonna Give You Up,The Black Keys,Brothers,4
Never Kick A Black Cat,Boris Karloff,Tales Of The Frightened - Complete (1963),1
Never Let Me Go,Florence + The Machine,Ceremonials,1
Never Wanna Know,MØ,No Mythologies to Follow (Deluxe),1
Never Wanna Know - Live From Spotify Stockholm,MØ,Spotify Sessions,1
Nevermind,Foster The People,Supermodel,3
New Genius (Brother),Gorillaz,Gorillaz,1
New Killer Star - Live,David Bowie,A Reality Tour,1
New York,Melissa Horn,Långa Nätter,2
Next Girl,The Black Keys,Brothers,15
Nice 'N' Easy,Frank Sinatra,Sinatra: Best Of The Best,1
Nicotine,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",1
Nigeria What?,Debruit,Spatio Temporel EP,1
Night Bird Flying,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,17
Night Flight - 1993 Remaster,Led Zeppelin,Physical Graffiti,6
Night Time,The xx,xx,2
Nightmare,Boris Karloff,Tales Of The Frightened - Complete (1963),1
Nina,Ed Sheeran,x,14
Nine in the Afternoon - Single Mix,Panic! At The Disco,Pretty. Odd.,1
Ninna Nanna Per Adulteri,Ennio Morricone,The Place Beyond the Pines (Original Motion Picture Soundtrack),12
Nitesky feat. John LaMonica,Robot Koch,The Other Side,18
No Buses,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,17
"No Good Deed - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,Wicked,2
"No Light, No Light",Florence + The Machine,Ceremonials,3
No One's Gonna Love You,Band of Horses,Cease To Begin,1
No Other Way,Paolo Nutini,Sunny Side Up,1
No Place Like London,Len Cariou,Sweeney Todd: The Demon Barber of Fleet Street (Original Broadway Cast Recording),16
No Place Like London,Johnny Depp,"Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack",16
No Quarter - 1990 Remaster,Led Zeppelin,Houses of the Holy,2
"No Quarter - Live: O2 Arena, London - December 10, 2007",Led Zeppelin,Celebration Day,1
No Quarter - Rough Mix with JPJ Keyboard Overdubs - No Vocal,Led Zeppelin,Houses of the Holy,1
No Scrubs,TLC,Now & Forever - The Hits,1
No Sleep Till Brooklyn,Beastie Boys,Licensed To Ill,3
No Surprises,Radiohead,OK Computer,1
No Time At All,Andrea Martin,Pippin (New Broadway Cast Recording),1
No You Girls,Franz Ferdinand,Tonight: Franz Ferdinand,5
No-One But You (Only The Good Die Young),Queen,The Platinum Collection,1
No. 1 Party Anthem,Arctic Monkeys,AM,41
"Nobody Move, Nobody Get Hurt",We Are Scientists,With Love And Squalor,2
Nobody Puts Baby in the Corner,Fall Out Boy,My Heart Will Always Be the B-Side to My Tongue,22
Nobody Puts Baby In The Corner,Fall Out Boy,From Under The Cork Tree,31
Nobody's Fault But Mine - 2007 Remastered Version,Led Zeppelin,Mothership,3
"Nobody's Fault but Mine - Live: O2 Arena, London - December 10, 2007",Led Zeppelin,Celebration Day,1
"Nocturnes, CD 98: No. 3, Sirènes",Claude Debussy,Debussy at Dawn,2
North American Scum,LCD Soundsystem,Sound of Silver,2
Not a Pretty Girl,Ani DiFranco,Not A Pretty Girl,1
Nothing Better,The Postal Service,Give Up,1
Nothing But The Water (I),Grace Potter & The Nocturnals,Nothing But The Water,1
Nothing But Trouble,Phantogram,Nothing But Trouble,2
Nothing Else Matters,Metallica,Metallica,1
Nothing To Do,The Well Pennies,The Well Pennies [EP],1
November Blue,The Avett Brothers,Pickathon Music Festival 2006,1
November Has Come,Gorillaz,Demon Days,4
Now Generation,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),13
Nowadays,Gwen Verdon,Chicago: A Musical Vaudeville (Original Broadway Cast Recording),19
Nowadays (Roxie),Renée Zellweger,Chicago - Music From The Miramax Motion Picture,1
Nowadays/Hot Honey Rag - Medley Title,Renée Zellweger,Chicago - Music From The Miramax Motion Picture,2
O Alexandra,Said The Whale,Little Mountain,1
O Green World,Gorillaz,Demon Days,2
O Katrina!,Black Lips,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),2
Oboe Concerto in C: 3. Siciliana,Domenico Cimarosa,Albinoni / Cimarosa / Marcello / Sammartini / Lotti: Oboe Concertos,1
"Oboe Concerto in F Major, BWV 1053R: II. Siciliano",Johann Sebastian Bach,Bach Adagios,1
Obvious Bicycle,Vampire Weekend,Modern Vampires of the City,17
Occupy Your Mind,Villagers,Occupy Your Mind,1
Ocean Avenue,Yellowcard,Ocean Avenue,1
Ocean Stone,Chris O'Brien,Lighthouse,1
Oceans & Streams,The Black Keys,Attack & Release,3
Of All The Gin Joints In All The World,Fall Out Boy,From Under The Cork Tree,44
"Of Moons, Birds & Monsters",MGMT,Oracular Spectacular,4
Of The Night,Bastille,All This Bad Blood,1
Off The Hook - Live,The Rolling Stones,Live 1965: Music From Charlie Is My Darling,1
Off To The Races,Lana Del Rey,Born To Die - The Paradise Edition,28
Off to Work,Christopher Lennertz,Identity Thief - Original Motion Picture Soundtrack,1
"Ogre Battle - Live At The Rainbow, London / March 1974",Queen,Live at the Rainbow ‘74,1
"Oh Well, Oh Well",Mayday Parade,Mayday Parade,1
"Oh, Whistle, And I'll Come to You, My Lad",Bart Wolffe,Ghost Stories of an Antiquary by M. R. James,3
Oh! You Pretty Things - 1999 Remastered Version,David Bowie,Hunky Dory,13
Old Friend,Caveman,CoCo Beware,1
Old Friends,Simon & Garfunkel,The Essential Simon & Garfunkel,57
Old Jacket (Stariy Pidjak),Regina Spektor,What We Saw from the Cheap Seats,2
Old Love / New Love,Twin Shadow,"The Music of Grand Theft Auto V, Vol. 1: Original Music",1
Old Yellow Bricks,Arctic Monkeys,Favourite Worst Nightmare,33
OMG,USHER,Raymond v Raymond,1
Omigod You Guys,Original Cast Recording,Legally Blonde,3
On A Plain,Nirvana,Nevermind,1
On Melancholy Hill,Gorillaz,Plastic Beach,3
On the Fence,Milo Greene,On The Fence,1
On The Floor - Radio Edit,Jennifer Lopez,On The Floor,1
On the Nature of Daylight,Max Richter,Disconnect (Original Motion Picture Soundtrack),1
On The Rocks,Lez Zeppelin,Lez Zeppelin,1
Once,Pearl Jam,Ten,1
Once I Had a Woman,Jimi Hendrix,Blues,4
One,Ed Sheeran,x,22
One,Ed Sheeran,One,22
One (Blake's Got A New Face),Vampire Weekend,Vampire Weekend,3
One Dance for Destiny,Aloan,Better In Springtime,2
One For The Road,Arctic Monkeys,AM,57
One For The Road,Arctic Monkeys,One For The Road,57
One More Time - Radio Edit [Short Radio Edit],Daft Punk,"Musique, Vol. 1",1
One Rainy Wish,Jimi Hendrix,Axis: Bold As Love,8
One Tribe,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),14
One Vision - Remastered 2011,Queen,A Kind of Magic,3
One Way Trigger,The Strokes,Comedown Machine,1
Only Happy When It Rains,Garbage,Absolute Garbage,2
Only If For A Night,Florence + The Machine,Ceremonials,1
"Only If For A Night - MTV Unplugged, 2012",Florence + The Machine,MTV Presents Unplugged: Florence + The Machine,1
Only One,Yellowcard,Ocean Avenue,1
Only Ones Who Know,Arctic Monkeys,Favourite Worst Nightmare,60
Opening Title,Stephen Sondheim,"Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack",1
Opening Titles,David Arnold & Michael Price,Sherlock (Soundtrack from the TV Series),1
Orchestral Intro (feat. Sinfonia ViVA),Gorillaz,Plastic Beach,3
Original Bedroom Rockers,Richard Dorfmeister,G-Stoned,1
Origins,Tennis,Young & Old,1
Our Lawyer Made Us Change The Name Of This Song So We Wouldn't Get Sued,Fall Out Boy,From Under The Cork Tree,25
Our Love,Sharon Van Etten,Are We There,1
Our Song,The xx,Coexist,1
Out Of My Head,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),1
Out of My League,Fitz and The Tantrums,More Than Just a Dream,1
Out of the Dark,Mr Twin Sister,Out of the Dark - Single,1
Out on the Shield,Said The Whale,Islands Disappear,1
Out on the Tiles,Led Zeppelin,Led Zeppelin III,10
Out on the Tiles - Remaster,Led Zeppelin,Led Zeppelin III,15
Out Tonight,Rosario Dawson,RENT (Original Motion Picture Soundtrack),1
Outro,Ed Sheeran,The Slumdon Bridge,3
Over Hill,Howard Shore,The Hobbit: An Unexpected Journey (Original Motion Picture Soundtrack) [Special Edition],1
Over the Hills and Far Away - Remaster,Led Zeppelin,Houses of the Holy,1
Overs - Live,Simon & Garfunkel,The Essential Simon & Garfunkel,1
Overture,Chicago Orchestra,Chicago: A Musical Vaudeville (Original Broadway Cast Recording),4
Overture,Orchestra - Broadway Cast of Chicago The Musical (1997),Chicago The Musical (New Broadway Cast Recording (1997)),4
Overture,Newsies - Original Broadway Cast,Newsies,4
"Overture (Suite) No. 3 in D Major, BWV 1068: II. Air, ""Air on a G String"" (arr. for organ)",Johann Sebastian Bach,Serene Journeys Through Classical Music,1
Oxford Comma,Vampire Weekend,Vampire Weekend,12
Pacific Rim,Ramin Djawadi,Pacific Rim Soundtrack from Warner Bros. Pictures and Legendary Pictures,1
Paint a Smile On Me - Radio Edit,Black Yaya,Paint a Smile On Me,3
"Paint It, Black",The Rolling Stones,Aftermath,1
"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,Singles 1965-1967,3
Painted By Numbers,The Sounds,Dying To Say This To You,1
Palace - Foals remix,Wild Beasts,Palace (Foals remix),1
Pali Gap,Jimi Hendrix,South Saturn Delta,6
Pandora,James Horner,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,1
Panic in Detroit - 2013 Remastered Version,David Bowie,Aladdin Sane,1
Paper Planes,M.I.A.,Kala,19
Paradise Circus,Massive Attack,Heligoland,2
Paranoid - 2012 - Remaster,Black Sabbath,Paranoid,2
Paranoid Android,Radiohead,OK Computer,1
Parklife,Blur,Blur: The Best Of,1
Partners In Crime,The Strokes,Comedown Machine,1
Party All The Time,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),1
Party Poison,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,4
Partyman,Prince,Batman,1
Pass Away,Pomegranates,Heaven,1
Patron Saint,Regina Spektor,What We Saw from the Cheap Seats,1
Paul Revere,Beastie Boys,Licensed To Ill,1
Paul Simon,The Russian Futurists,"Me, Myself & Rye",2
"Pavane, Op. 50",Gabriel Fauré,Flute Adagios,1
Peaceful,Daniel Licht,Dexter - Season 2/3 (Original Score From The Showtime Original Series),1
Peacemaker,Green Day,21st Century Breakdown,2
Peach,Prince,The Hits / The B-Sides,1
"Peer Gynt Suite No. 2, Op. 55: 4. Solveig's Song",Edvard Grieg,Grieg: Piano Concerto; Peer Gynt Suites Nos.1 & 2,2
Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",15
"Petite Suite, L. 65: I. En bateau",Claude Debussy,Lullabies for Lovers,1
Phoenix Rises,John Powell,X-Men: The Last Stand,1
Phoner to Arizona,Gorillaz,The Fall,2
Photograph,Ed Sheeran,x,9
"Piano Concerto No. 19 in F major, K.459: 3. Allegro assai",Wolfgang Amadeus Mozart,Mozart: Piano Concertos,2
"Piano Concerto No. 21 in C, K.467: 3. Allegro vivace assai",Wolfgang Amadeus Mozart,"Mozart: The Piano Concertos (12 CDs, Vol.7 of 45)",1
"Piano Concerto No. 23 in A, K.488: 2. Andante",Wolfgang Amadeus Mozart,Mozart for Meditation - Quiet Music for Quiet Times,1
"Piano Concerto No. 27 in B flat, K.595: 2. Larghetto",Wolfgang Amadeus Mozart,Mozart for Meditation - Quiet Music for Quiet Times,1
Pieces of What,MGMT,Oracular Spectacular,5
Piledriver Waltz,Arctic Monkeys,Suck It and See,32
Pilgrim,MØ,No Mythologies to Follow (Deluxe),29
Pink Cashmere,Prince,The Hits / The B-Sides,3
Pioneer Spine,Speedy Ortiz,Major Arcana,1
Pirate Jenny - Live,Nina Simone,Music From The Motion Picture Watchmen,2
Pirelli's Miracle Elixir,Edwards Sanders,"Sweeney Todd, The Demon Barber of Fleet Street, The Motion Picture Soundtrack",17
Planet Earth,Prince,Planet Earth,2
Planetary (GO!),My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,10
Plastic Beach (feat. Mick Jones and Paul Simonon),Gorillaz,Plastic Beach,1
Plastic Tramp,Arctic Monkeys,Fluorescent Adolescent,33
Play For Real (feat. The Heavy) - Dirtyphonics Remix,The Crystal Method,Play For Real (featuring The Heavy),1
Play The Game - Remastered 2011,Queen,The Game,1
Poker,Shugo Tokumaru,In Focus?,1
Polly,Nirvana,Nevermind,1
Pompeii,Bastille,Bad Blood,1
