track,artist,album,times_played
Take Me Out,Franz Ferdinand,Franz Ferdinand,39
Take Me Somewhere,Tennis,Cape Dory,1
Take Me to Heaven,Tennis,Young & Old,2
Taken for a Fool,The Strokes,Angles,2
Taking My Time,Marvin Gaye,That Stubborn Kinda' Fellow,1
Tangerine - Remaster,Led Zeppelin,Led Zeppelin III,25
Tangled,Maroon 5,Songs About Jane,1
Tapes & Money,Totally Enormous Extinct Dinosaurs,Trouble,1
Taxman - Remastered 2009,The Beatles,Revolver,26
Teachers,Daft Punk,Homework,2
Tears On My Pillow,Sha Na Na,Grease,1
Technologic,Daft Punk,Human After All,9
Technologic - Basement Jaxx Kontrol Mixx,Daft Punk,Human After All (Remixes),1
Teddy Bear,Melanie Martinez,Cry Baby,47
Teddy Picker,Arctic Monkeys,Favourite Worst Nightmare,13
Teenage Dirtbag,Wheatus,"Songs From Dawson's Creek, Vol. II",1
Teenage Rhythm,GRMLN,Empire,7
Teenagers,My Chemical Romance,The Black Parade,13
Telephone Wires,Mirah,You Think It's Like This But Really It's Like This,10
Television Rules the Nation,Daft Punk,Human After All,4
Tell That Mick He Just Made My List of Things to Do Today,Fall Out Boy,Take This to Your Grave,1
Tell You (Today),Robyn,Tell You (Today) - Single,1
Telomere,Mystery Jets,Telomere,3
Telstar Surf,The Lively Ones,Hang Five! The Best Of The Lively Ones,1
Temptation Greets You Like Your Naughty Friend,Arctic Monkeys,Brianstorm,8
Ten Cent Pistol,The Black Keys,Brothers,1
Ten Years Gone - 1990 Remaster,Led Zeppelin,Physical Graffiti,30
Tenerife Sea,Ed Sheeran,x,2
Tequila Sunrise - 2013 Remaster,Eagles,Desperado,1
Territorial Pissings,Nirvana,Nevermind,54
That Black Bat Licorice,Jack White,That Black Bat Licorice - Single,9
That Girl,Justin Timberlake,The 20/20 Experience,1
That Green Gentleman (Things Have Changed),Panic! At The Disco,Pretty. Odd.,27
That Joke Isn't Funny Anymore,The Smiths,Complete,1
That Kind Of Man - (1.1),The Heavy,Great Vengeance and Furious Fire,1
That's How It Is (Since You've Been Gone),Marvin Gaye,You're All I Need,1
That's Not My Name,The Ting Tings,We Started Nothing,1
That's the Way - Remaster,Led Zeppelin,Led Zeppelin III,17
That's Where You're Wrong,Arctic Monkeys,Suck It and See,23
The (After) Life Of The Party,Fall Out Boy,Infinity On High,1
The (Shipped) Gold Standard,Fall Out Boy,Folie à Deux,10
The Afternoon's Hat,Arctic Monkeys,My Propeller,41
The Air Near My Fingers,The White Stripes,Elephant,1
The Answer,Savages,The Answer,1
The Artist In The Ambulance,Thrice,The Artist In The Ambulance,2
The Bad Thing,Arctic Monkeys,Favourite Worst Nightmare,16
The Bakery,Arctic Monkeys,Fluorescent Adolescent,9
The Ballad of Mona Lisa,Panic! At The Disco,Vices & Virtues,4
The Ballad Of Moose Bruce,Born Ruffians,Say It,1
The Battle of Evermore - Remaster,Led Zeppelin,Led Zeppelin IV,20
The Best of My Love - 2013 Remaster,Eagles,The Very Best of the Eagles,1
The Best Room,Modest Mouse,The Best Room,2
The Big Money (Live on Clockwork Angels Tour),Rush,Clockwork Angels Tour,3
The Blond-O-Sonic Shimmer Trap,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair,5
The Boss,James Brown,Black Caesar,1
The Boys of Summer,The Ataris,"So Long, Astoria",1
The Brainwasher,Daft Punk,Human After All,1
The Breach,Dustin Tebbutt,The Breach EP,1
The Carpal Tunnel Of Love,Fall Out Boy,Infinity On High,4
The Contenders,The Kinks,"Lola Versus Powerman and the Money-Go-Round, Pt. 1",1
The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,The Beatles,1
The Creep,The Lonely Island,Turtleneck & Chain,1
The D In Detroit,The Anniversary,Designing A Nervous Breakdown,1
The Dark Of The Matinée,Franz Ferdinand,Franz Ferdinand,1
The Death Ramps,Arctic Monkeys,Teddy Picker,5
The Denial Twist,The White Stripes,Get Behind Me Satan,1
The Dogs of B.A.,Mirah,C'mon Miracle,1
The Dream,Thee Oh Sees,Carrion Crawler / The Dream,7
The Edge - Digital Remaster/2005,David McCallum,The Edge: David Axelrod At Capitol Records 1966-1970,6
The End,The Doors,The Doors,1
The End of All Things,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",2
The End Of The World,The Cure,The Cure,4
The Fallen,Franz Ferdinand,You Could Have It So Much Better,1
The Feast and The Famine,Foo Fighters,The Feast and The Famine,1
The Final Battle Begins,Tyler Bates,Guardians of the Galaxy,12
The Forest,Mirah,(A) Spera,1
The Fresh Prince of Bel-Air,DJ Jazzy Jeff & The Fresh Prince,Greatest Hits,3
The Fruits of Your Garden,Mirah,Joyride: Remixes,1
The Fruits of Your Garden (Khaela Maricich),Mirah,Joyride: Remixes,1
"The Game Has Changed - From ""TRON: Legacy""/Score",Daft Punk,TRON: Legacy,1
The Game of Love,Daft Punk,Random Access Memories,1
The Game Of Love,Wayne Fontana & The Mindbenders,British Invasion Gold,1
The Garden,Mirah,College Park is Always Ready to Party,47
The Garden,Mirah,Advisory Committee,47
"The Good, the Bad and the Dirty",Panic! At The Disco,Death of a Bachelor,3
"The Grid - From ""TRON: Legacy""/Score",Daft Punk,TRON: Legacy,1
The Hardest Button To Button,The White Stripes,Elephant,1
The Heinrich Maneuver,Interpol,Our Love To Admire,1
The Hellcat Spangled Shalalala,Arctic Monkeys,The Hellcat Spangled Shalalala,29
The Hellcat Spangled Shalalala,Arctic Monkeys,Suck It and See,29
The Hills,The Weeknd,Beauty Behind The Madness,1
The Jean Genie - 2003 Remastered Version,David Bowie,Aladdin Sane - 30th Anniversary Remaster,1
The Jeweller's Hands,Arctic Monkeys,Humbug,18
The Kangaroo Rat,Beastie Boys,The Mix-Up,1
The Kids Aren't Alright,Fall Out Boy,American Beauty/American Psycho,8
The Last Resort - 2013 Remaster,Eagles,Hotel California,1
The Last Time - Mono Version,The Rolling Stones,Out Of Our Heads,1
The Lemon Song - 1993 Remaster,Led Zeppelin,Led Zeppelin II,31
The Lengths,The Black Keys,Rubber Factory,1
The Less I Know The Better,Tame Impala,Currents,2
The Light,Mirah,C'mon Miracle,1
The Light (DJ Beyonda),Mirah,Joyride: Remixes,1
The Light (Hooliganship),Mirah,Joyride: Remixes,3
The Light-5,Mirah,Joyride: Remixes,1
The Long Run - 2013 Remaster,Eagles,The Very Best of the Eagles,1
The Look,Metronomy,The English Riviera,36
The Lovecats,The Cure,Greatest Hits,1
The Man Who Sold The World - 1999 Remastered Version,David Bowie,The Man Who Sold The World,6
The Man Who Sold The World - Live,Nirvana,MTV Unplugged In New York,79
The Middle,Jimmy Eat World,Bleed American,3
The Mighty Fall,Fall Out Boy,Save Rock And Roll,1
The Miracle - Remastered 2011,Queen,The Miracle,2
The Modern Age,The Strokes,Is This It,1
The Money Will Roll Right In - 1992/Live at Reading,Nirvana,Live at Reading,5
The New Black,Moon Taxi,Mountains Beaches Cities,3
The Ocean,Richard Hawley,Coles Corner,1
The Official Historian On Shirley Jean Berrell,The Statler Brothers,Gold,1
The One,Elton John,The Greatest Hits 1970-2002,1
The Onion Song,Marvin Gaye,Easy,1
The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! At The Disco,A Fever You Can't Sweat Out,3
The Party,Mirah,Songs from the Black Mountain Music Project,1
The Party Line,Belle and Sebastian,The Party Line,1
The Patron Saint of Liars and Fakes,Fall Out Boy,Take This to Your Grave,2
The Perfect Woman (live),Bo Burnham,Bo Burnham,6
The Pharmacist,Hot Rod Circuit,Sorry About Tomorrow,4
The Phoenix,Fall Out Boy,Save Rock And Roll,9
The Piano Knows Something I Don't Know,Panic! At The Disco,Pretty. Odd.,33
The Prettiest Girl In The Whole Wide World,Weezer,Raditude,1
The Prime Time of Your Life,Daft Punk,Human After All,2
The Prophet's Song - Remastered 2011,Queen,A Night At The Opera,3
The Quiet Things That No One Ever Knows,Brand New,Deja Entendu,1
The Rain Song - 1990 Remaster,Led Zeppelin,Houses of the Holy,8
The Rain Song - Remaster,Led Zeppelin,Houses of the Holy,15
The Right Thing,James Supercave,The Afternoon,2
The River,Mirah,(A)SPERA,2
The River,Mirah,(A) Spera,2
The Sad Cafe - 2013 Remaster,Eagles,The Long Run,2
The Sad Cafe - 2013 Remaster,Eagles,The Very Best of the Eagles,2
The Same Boy You've Always Known,The White Stripes,White Blood Cells,1
The Scientist,Coldplay,A Rush of Blood to the Head,1
The Shape Stalks,John Carpenter,Halloween Motion Picture Soundtrack,6
The Show - The Voice Performance,Melanie Martinez,The Show,20
The Sound of Silence,Simon & Garfunkel,The Graduate,1
The Spark,Wild Adriatic,Lock and Key,1
The Spark - Bonus Track,Joshua Hyslop,The Spark,1
The Spirit Of Radio,Rush,Gold,12
The Spirit of Radio (Live on Clockwork Angels Tour),Rush,Clockwork Angels Tour,1
The Struggle,Mirah,C'mon Miracle,1
The Struggle - RAC Mix,Grizfolk,The Struggle,1
The Suburbs,Arcade Fire,The Suburbs Deluxe,5
The Sun,Mirah,Advisory Committee,49
The Sun,Mirah,College Park is Always Ready to Party,49
The Sun (Fred Cherry Eclipse),Tame Impala,Tame Impala,3
The Sun I,Snakadaktal,Sleep In The Water,2
The Sun II,Snakadaktal,Sleep In The Water,2
The Sun III,Snakadaktal,Sleep In The Water,2
The Sweet Escape,Gwen Stefani,The Sweet Escape,2
The Tea Leaf Prophecy (Lay Down Your Arms),Joni Mitchell,Songs of a Prairie Girl,1
The Times They Are A-Changin',Bob Dylan,The Times They Are A-Changin',2
The Trouble with Us,Marcus Marr,Work EP,2
The Truth,Mansions On The Moon,Mansions on the Moon,1
The Truth About Heaven,Armor For Sleep,What To Do When You Are Dead,2
The View From The Afternoon,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",13
The View From The Afternoon,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,13
The Walker,Fitz and The Tantrums,More Than Just a Dream,9
The Wall Street Shuffle - Live,10cc,Clever Clogs,1
The Way Love Used to Be,The Kinks,"Lola Versus Powerman and the Money-Go-Round, Pt. 1 + Percy (Deluxe Edition)",1
The Way That I Live,Ed Harcourt,The Way That I Live,1
The Wild Life,Vacationer,The Wild Life,1
The Wind Cries Mary,Jimi Hendrix,Are You Experienced,3
The Wind Cries Mary,Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,3
The Woods,Daughter,His Young Heart EP,1
The World Has Turned And Left Me Here,Weezer,Weezer,1
The World Is Falling,Mirah,(A) Spera,5
The World Is Falling,Mirah,(A)SPERA,5
The World Is Yours,Ty Taylor,VINYL: Music From The HBO® Original Series - Vol. 1,1
The Youth,MGMT,Oracular Spectacular,2
Theme from Retro - 2012 Remaster,Blur,Blur,1
Then He Kissed Me,The Crystals,Wall of Sound: The Very Best of Phil Spector 1961-1966,1
Then The Morning Comes,Smash Mouth,All Star Smash Hits,1
theoretical dick jokes/statistics,Bo Burnham,Words Words Words,6
There Are Too Many of Us,Blur,The Magic Whip,1
There Are Worse Things I Could Do,Stockard Channing,Grease,3
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,The Queen Is Dead,1
There Is No Other Time,Klaxons,Love Frequency,1
There You Go,Johnny Cash,Sings the Songs that Made Him Famous,4
"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,A Fever You Can't Sweat Out,29
These Days,The Black Keys,Brothers,1
These Four Words,The Maine,Forever Halloween (Deluxe Version),8
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,Mecca And The Soul Brother,30
Thickfreakness,The Black Keys,Thickfreakness,2
Things Cannot Stop Forever (Poon Tang Tally-Wacky),Stanton Davis' Ghetto/Mysticism,Brighter Days,4
Think For Yourself - Remastered 2009,The Beatles,Rubber Soul,1
Third Stone From The Sun,Jimi Hendrix,Are You Experienced,3
Thirstin',Jack J,Thirstin' b/w Atmosphere,6
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,Infinity On High,27
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,Believers Never Die - Greatest Hits,27
This Boy,Franz Ferdinand,You Could Have It So Much Better,1
This Dance,Mirah,You Think It's Like This But Really It's Like This,33
This House Is a Circus,Arctic Monkeys,Favourite Worst Nightmare,6
This Is Gospel,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",3
This Is Not America,David Bowie,Falcon & The Snowman,1
This Isn't My Song,Tennis,Ritual in Repeat,2
This Love,Maroon 5,Songs About Jane,14
This Love,Maroon 5,Won't Go Home Without You,14
This Love Starved Heart Of Mine (It's Killing Me) - 1994 Love Starved Heart Version (Mono),Marvin Gaye,Lost & Found: Love Starved Heart - Expanded Edition,2
This Means War,Avenged Sevenfold,Hail to the King,1
Thnks fr th Mmrs,Fall Out Boy,Believers Never Die - Greatest Hits,3
Thnks fr th Mmrs,Fall Out Boy,Infinity On High,3
Thought I Was a Spaceman,Blur,The Magic Whip,1
Three Months,Local Natives,Hummingbird,1
Three Women,Jack White,Lazaretto,1
Threw It On The Ground,The Lonely Island,Turtleneck & Chain,1
Thriller,Fall Out Boy,Live In Phoenix,4
Thriller,Fall Out Boy,Infinity On High,4
Thriller - Live From Hammersmith Palais,Fall Out Boy,Infinity On High,1
Through With You,Maroon 5,Songs About Jane,1
Throw Shade,CRUISR,CRUISR,5
Thunder & Lightning,Motörhead,Bad Magic,2
Thunder Clatter,Wild Cub,Youth,1
Thunderstruck,AC/DC,The Razors Edge,1
Ticket To Ride - Remastered 2015,The Beatles,1,19
Tiffany Blews,Fall Out Boy,Folie à Deux,31
Tighten Up,The Black Keys,Brothers,3
Time of the Season - Mono Version,The Zombies,Odessey and Oracle,16
Time to Dance,Panic! At The Disco,A Fever You Can't Sweat Out,3
Time to Pretend,MGMT,Oracular Spectacular,14
Time’s Still (For No One Yet),Talk In Tongues,Alone With A Friend,3
Timothy,Tennis,Small Sound,1
Tin Man,Future Islands,In Evening Air,1
Tiny Dancer,Elton John,Elton John's Greatest Hits Volume 2,27
Tiny Dancer,Elton John,Madman Across The Water,27
Tiny Little Robots,Cage The Elephant,Cage The Elephant,3
Tired Of Being Alone,Al Green,Greatest Hits,3
"TKO (Black Friday Remix) (feat. J. Cole, A$AP Rocky & Pusha T)",Justin Timberlake,"TKO (Black Friday Remix) (feat. J. Cole, A$AP Rocky & Pusha T)",1
To Be Alone With You,Sufjan Stevens,Seven Swans,1
To Binge (feat. Little Dragon),Gorillaz,Plastic Beach,6
To Here Knows When,my bloody valentine,Loveless,1
To Miss Someone,Maria McKee,Maria McKee,1
To the Stars,Tyler Bates,Guardians of the Galaxy,14
To the Top,Twin Shadow,Eclipse,1
Tom Sawyer,Rush,Moving Pictures,17
Tom Sawyer - Live in Cleveland - MP Version,Rush,Moving Pictures: Live 2011,1
Tompkins Square Park,Mumford & Sons,Wilder Mind,1
Tongues,Joywave,How Do You Feel?,4
Tongues,Joywave,How Do You Feel Now?,4
Too Busy Thinking About My Baby - Single Version / Mono,Marvin Gaye,M.P.G.,2
Too Close - The Voice Performance,Melanie Martinez,Too Close,15
Too Long - Gonzales Version,Daft Punk,Daft Club,1
Too Many Hands - 2013 Remaster,Eagles,One of These Nights,1
Too Much On My Mind,The Kinks,Face to Face,1
Too Much Time Together,San Cisco,Gracetown,1
Too Much To Ask,Arctic Monkeys,Fluorescent Adolescent,7
Too Soon,Snakadaktal,Sleep In The Water,2
Touch (feat. Paul Williams),Daft Punk,Random Access Memories,1
"Touch-A, Touch-A, Touch Me",Susan Sarandon,The Rocky Horror Picture Show - Original Soundtrack,1
Touched,my bloody valentine,Loveless,1
Tourette's,Nirvana,In Utero,4
Tourette's - 1992/Live at Reading,Nirvana,Live at Reading,1
Tourette's - Demo / Instrumental,Nirvana,In Utero,1
"Tourette's - Live At Reading Festival, UK, August 30, 1992",Nirvana,From The Muddy Banks Of The Wishkah,1
Toxic - The Voice Performance,Melanie Martinez,Toxic,14
Toy Boy,Stuck in the Sound,Nevermind the Living Dead,3
Toy Guns,Tokyo Police Club,Forcefield,1
traditional stand-up,Bo Burnham,Words Words Words,4
Train Leaves Here This Morning - 2013 Remaster,Eagles,Eagles,1
Training Wheels,Melanie Martinez,Cry Baby,42
Trainwreck 1979 - Moulder Mix with in/out fades,Death From Above 1979,Trainwreck 1979,14
Trainwrecks,Weezer,Hurley,1
Treasure,Bruno Mars,Unorthodox Jukebox,2
Trip Switch,Nothing But Thieves,Nothing But Thieves,1
Trois pièces pour Violoncelle et Piano: II. Sans vitesse et à l'aise,Nadia Boulanger,Boulanger & Debussy & Hindemith,1
Trojans,Atlas Genius,When It Was Now,4
Trouble Man,Marvin Gaye,Trouble Man: 40th Anniversary Expanded Edition,1
"Trouble Man - From ""Trouble Man"" Soundtrack",Marvin Gaye,The Complete Collection,1
Trouble Man (Live),Marvin Gaye,Live In Montreux 1980,1
True - Single Edit,Spandau Ballet,Gold - The Best of Spandau Ballet,20
Trunk Fulla Amps,Self,Gizmodgery,7
Trustful Hands,The Dø,Trustful Hands,1
Truth,Alex Ebert,Alexander,29
Try,Escondido,Try,1
Try and Love Again - 2013 Remaster,Eagles,Hotel California,2
Try Me,James Brown,20 All-Time Greatest Hits!,1
Trying To Be Cool,Phoenix,Bankrupt!,14
Tryouts for the Human Race,Sparks,No. 1 in Heaven,19
Tunnel Vision,Srsly,Prelude,1
Turn It Around,Lucius,EP,4
Turn Me Up,Twin Shadow,Turn Me Up,1
Turned the Heat Off,Mirah,Changing Light,1
Turtleneck,The Wharves,At Bay,1
Turtleneck & Chain,The Lonely Island,Turtleneck & Chain,1
TV Queen,Wild Nothing,TV Queen,1
Twilight Omens,Franz Ferdinand,Tonight: Franz Ferdinand,1
Twin Skeleton's (Hotel In NYC),Fall Out Boy,American Beauty/American Psycho,14
Twist And Shout,The Isley Brothers,Twist & Shout,1
Two Coffins,Against Me!,Transgender Dysphoria Blues,6
Two Hearts,The Features,Good Old Days,2
Two Kinds of Happiness,The Strokes,Angles,2
U Up,Soft Lit,U Up - Single,1
Uma Thurman,Fall Out Boy,American Beauty/American Psycho,22
Unbelievers,Vampire Weekend,Modern Vampires of the City,6
Unchained (The Payback / Untouchable),James Brown,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,2
Under Cover of Darkness,The Strokes,Angles,34
Under Pressure - Remastered 2011,Queen,Hot Space,1
Under the Bridge,Red Hot Chili Peppers,Greatest Hits,11
Under the Westway / Intermission - Live,Blur,Parklive,1
Undercover Martyn,Two Door Cinema Club,Tourist History,6
Underdog,Kasabian,West Ryder Pauper Lunatic Asylum,4
Understanding in a Car Crash,Thursday,Full Collapse,1
Undone - The Sweater Song,Weezer,Weezer,1
Unforgettable,Marvin Gaye,A Tribute To The Great Nat King Cole,1
Unforgettable - Remastered,Nat King Cole,The Unforgettable Nat King Cole,1
Union,Snakadaktal,Sleep In The Water,1
Unknown Brother,The Black Keys,Brothers,8
Until the End of Time,Justin Timberlake,FutureSex/LoveSounds,1
Untitled,Mirah,Advisory Committee,6
Up All Night,Slaughter,Mass Slaughter,1
Up From The Skies,Jimi Hendrix,Axis: Bold As Love,1
Up in Flames,Coldplay,Mylo Xyloto,1
Uprising,Muse,The Resistance,7
Uptight (Everything's Alright),Stevie Wonder,Up-Tight,12
Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Funk (feat. Bruno Mars),3
Vagabond,MisterWives,Our Own House,1
Vampire Money,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,18
Vegas (Bonus Track),Tennis,Young & Old,1
Vegas Lights,Panic! At The Disco,"Too Weird to Live, Too Rare to Die!",28
Vengeance,"Woe, Is Me",Vengeance,1
Veridis Quo,Daft Punk,Something About Us,1
Very Ape,Nirvana,In Utero,9
Very Ape - 2013 Mix,Nirvana,In Utero,2
Victim of Love - 2013 Remaster,Eagles,Hotel California,1
Victoria,Jukebox The Ghost,Let Live & Let Ghosts,3
Victorious,Panic! At The Disco,Death of a Bachelor,3
Video Killed The Radio Star,The Buggles,The Age Of Plastic,1
Vireo's Eye,Future Islands,In Evening Air,1
Vitriol,Bluejuice,Retrospectable,4
Viv Without the N,Tennis,Ritual in Repeat,1
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,1
Voices - Radio Mix,Go Wolf,Voices EP,1
Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,Dean Martin,This Is Dean Martin,18
Voodoo Child (Slight Return),Jimi Hendrix,Experience Hendrix: The Best Of Jimi Hendrix,1
Voyager,Daft Punk,Discovery,2
w.a.m.s.,Fall Out Boy,Folie à Deux,5
Wait Until Tomorrow,Jimi Hendrix,Axis: Bold As Love,1
"Wait, Wait, Wait",Northern Faces,Northern Faces,1
Wake and Bake,FLEECE,Scavenger,14
Wake Up,Rage Against The Machine,Rage Against The Machine - XX (20th Anniversary Special Edition),12
Wake Up,Arcade Fire,Funeral,12
Wake Up Call,Maroon 5,It Won't Be Soon Before Long.,2
Wake Up Call,Nothing But Thieves,Nothing But Thieves,2
Walk Away,Green Day,¡TRÉ!,1
Walk on the Wild Side,Lou Reed,Transformer,2
Walk on the Wild Side,Lou Reed,Between Thought And Expression,2
Walk On the Wild Side,Lou Reed,Transformer,4
Walk This Way,MØ,Walk This Way,1
Walkin' On The Sun,Smash Mouth,All Star Smash Hits,23
Walkin' the Board,The Lively Ones,Hang Five! The Best Of The Lively Ones,1
Walking On Sunshine,Katrina & The Waves,Katrina & The Waves,1
Walking The Cow,Daniel Johnston,Hi How Are You,1
Wanna Get To Know You,G-Unit,Beg For Mercy,6
Wannabe,Spice Girls,Spice,9
Want,Jawbreaker,Unfun (2010 Remastered Edition),1
War On The Palaces,Refused,Freedom,1
War Pigs / Luke's Wall - 2012 - Remaster,Black Sabbath,Paranoid,6
Warned You,Good Morning,Shawcross,13
Warning,Green Day,Warning,1
Warszawa - 1999 Remaster,David Bowie,Low,1
Wasted Time - 2013 Remaster,Eagles,Hotel California,4
Wasted Time - 2013 Remaster,Eagles,The Very Best of the Eagles,4
Wasted Time - Live; 1999 Remaster,Eagles,Eagles Live,1
Watch That Man - 2013 Remaster,David Bowie,Aladdin Sane,1
Water and Sleep,Mirah,"You Think It's Like This, But Really It's Like This",1
Water And Sleep,Mirah,You Think It's Like This But Really It's Like This,5
Waterbirds,Tennis,Cape Dory,1
Waterfalls,TLC,Crazysexycool,1
Wave Of Mutilation (Peel Session),Pixies,"Doolittle 25: B-Sides, Peel Sessions And Demos",2
Ways,Ruby the RabbitFoot,New As Dew,3
WDIDLN?,Bo Burnham,what.,6
We Are The Champions - Remastered 2011,Queen,Queen 40 Limited Edition Collector's Box Set Vol. 2,12
We Are The Champions - Remastered 2011,Queen,News Of The World,12
We Are Young (feat. Janelle Monáe),fun.,Some Nights,1
We Can't Sit Down,Joe Tex,I Gotcha,1
We Didn't Start the Fire,Billy Joel,Storm Front,3
We Go Together - From “Grease” Soundtrack,John Travolta,Grease,4
We Think We Know You,Bo Burnham,what.,3
We Used to Vacation,Cold War Kids,Robbers & Cowards,5
We Will Rock You - Remastered 2011,Queen,News Of The World,37
We Wish You A Merry Christmas,Weezer,Christmas With Weezer,1
We're Back!,The Lonely Island,Turtleneck & Chain,1
We're Both So Sorry,Mirah,C'mon Miracle,4
We're Both So Sorry (Screamclub),Mirah,Joyride: Remixes,2
We're Going To Be Friends,The White Stripes,White Blood Cells,9
We're So Starving,Panic! At The Disco,Pretty. Odd.,1
We've Got a File on You,Blur,Think Tank,1
Wearing And Tearing,Led Zeppelin,The Complete Studio Albums,1
Wee Wee Hours,Chuck Berry,Gold,1
Weighted,Frank Iero,Stomachaches,4
Welcome To Japan,The Strokes,Comedown Machine,11
Welcome to Love,Young Ejecta,The Planet,1
Welcome to Paradise,Green Day,Dookie,1
Welcome to the Black Parade,My Chemical Romance,The Black Parade,11
Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),Gorillaz,Plastic Beach,7
Welcome To YouTube,Bo Burnham,Bo Burnham,4
Well It's True That We Love One Another,The White Stripes,Elephant,1
West Coast,MISSIO,West Coast,1
West Coast Smoker,Fall Out Boy,Folie à Deux,4
"What ""U"" Waitin' ""4""?",Jungle Brothers,Done By The Forces Of Nature,1
What a Bunch of A-Holes,Tyler Bates,Guardians of the Galaxy,14
"What A Catch, Donnie",Fall Out Boy,Folie à Deux,10
"What A Catch, Donnie",Fall Out Boy,Believers Never Die - Greatest Hits,10
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,FutureSex/LoveSounds,3
What Goes Around.../...Comes Around (Interlude),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,3
What If You Were Right The First Time?,Arctic Monkeys,Brianstorm,12
What Is and What Should Never Be - 1990 Remaster,Led Zeppelin,Led Zeppelin II,32
What Kind Of Man,Florence + The Machine,"How Big, How Blue, How Beautiful",1
What She Came For,Franz Ferdinand,Tonight: Franz Ferdinand,1
What She Said - 2011 Remaster,The Smiths,Complete,1
What the Hell,Avril Lavigne,Goodbye Lullaby,1
WHAT'S FUNNY,Bo Burnham,Words Words Words,9
What's Going On,Marvin Gaye,What's Going On - 40th Anniversary,3
What's Going On - Detriot Mix,Marvin Gaye,What's Going On - 40th Anniversary,1
What's Going On - Original Single Mix,Marvin Gaye,What's Going On - 40th Anniversary,1
What's Happening Brother,Marvin Gaye,What's Going On - 40th Anniversary,1
What's My Age Again?,blink-182,Enema Of The State,8
What's Next to the Moon,AC/DC,Powerage,1
Whatever Happened To Randolph Scott?,The Statler Brothers,The Best Of The Statler Brothers,1
When I'm Sixty Four - Remastered 2009,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,16
When I'm Small,Phantogram,Eyelid Movies,1
When It's Over,Wild Belle,Isles,1
When Love Comes Knocking At My Heart,Marvin Gaye,You're All I Need,1
"When the Catholic Girls Go Camping, the Nicotine Vampires Rule Supreme.",Giraffes? Giraffes!,More Skin With Milk-Mouth,4
When the Day Met the Night,Panic! At The Disco,Pretty. Odd.,2
When The Sun Goes Down,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",9
When You Sleep,my bloody valentine,Loveless,12
Where Did The Party Go,Fall Out Boy,Save Rock And Roll,5
Where Did You Sleep Last Night - Live,Nirvana,MTV Unplugged In New York,25
Where I’m Going,Cut Copy,Savages - Original Motion Picture Soundtrack,1
Where Is My Mind?,Pixies,Death To The Pixies,35
Where You Are,Mansions On The Moon,Mansions on the Moon,2
Where You Are,Mansions On The Moon,Where You Are,2
Where You At,The Bohicas,The Making Of (Bonus Track Version),1
Wherever I Go,OneRepublic,Wherever I Go,1
While Everyone Was Waiting,Talk In Tongues,Alone With A Friend,34
While My Guitar Gently Weeps - Remastered 2009,The Beatles,The Beatles,14
While We Have the Sun,Mirah,(A) Spera,1
Whip It,DEVO,Freedom of Choice,2
Whiplash,Hank Levy,Whiplash,5
"White Flag (feat. Bashy, Kano and the National Orchestra for Arabic Music)",Gorillaz,Plastic Beach,5
White Light,Gorillaz,Demon Days,2
Who Am I To Say,The Statler Brothers,Gold,1
Who Needs You,The Orwells,Who Needs You EP,10
Who The Fuck Are Arctic Monkeys?,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,25
Who Would’ve Guessed,Talk In Tongues,Alone With A Friend,3
Who's Who of Who Cares - Daniel.T. & Cooper Saver Remix,Museum Of Love,The Remixes,4
Whole Lotta Love - 1990 Remaster,Led Zeppelin,Led Zeppelin II,2
Whole Lotta Rosie,AC/DC,Let There Be Rock,18
Wholy Holy,Marvin Gaye,What's Going On - 40th Anniversary,1
Why Bother?,Weezer,Pinkerton,1
Why Can't We Be Friends,Smash Mouth,All Star Smash Hits,1
Why Did Ever We Meet,The Promise Ring,Nothing Feels Good,2
Why Won't They Talk To Me?,Tame Impala,Lonerism,1
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,37
